Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Spndng_2023,Avg_Spnd_Per_Clm_2023,Tot_Clms_2023
Quetiapine Fumarate ER,Quetiapine Fumarate,544332.98,274768.24,33.56562912,8186
Quetiapine Fumarate ER,Quetiapine Fumarate,390438.95,,,
Quetiapine Fumarate ER,Quetiapine Fumarate,212256.56,4907.92,24.17694581,203
Quetiapine Fumarate ER,Quetiapine Fumarate,1447139.45,17813.53,18.8502963,945
Quetiapine Fumarate ER,Quetiapine Fumarate,11813361.23,5818985.18,24.15027736,240949
Quillichew ER,Methylphenidate HCl,54421286.28,83724764.04,373.6861877,224051
Quillichew ER,Methylphenidate HCl,54421286.28,83724764.04,373.6861877,224051
Quillivant XR,Methylphenidate HCl,35058716.42,91461166.89,441.7368202,207049
Quillivant XR,Methylphenidate HCl,35058716.42,91461166.89,441.7368202,207049
Quinapril HCl,Quinapril HCl,523638.64,42476.77,11.27602071,3767
Quinapril HCl,Quinapril HCl,225592.66,22257.03,11.80744297,1885
Quinapril HCl,Quinapril HCl,154368.58,13433.85,10.83375,1240
Quinapril HCl,Quinapril HCl,499.85,,,
Quinapril HCl,Quinapril HCl,29020.69,5152.21,10.1621499,507
Quinapril HCl,Quinapril HCl,114156.86,1478.48,12.42420168,119
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,62202.35,2468.39,25.44731959,97
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,62202.35,2468.39,25.44731959,97
Quinidine Gluconate,Quinidine Gluconate,246931.46,357853.27,563.5484567,635
Quinidine Gluconate,Quinidine Gluconate,246931.46,251539.78,555.2754525,453
Quinidine Gluconate,Quinidine Gluconate,30609.18,,,
Quinidine Sulfate,Quinidine Sulfate,26078.6,320947.58,881.7241209,364
Quinidine Sulfate,Quinidine Sulfate,26078.6,1580.57,79.0285,20
Quinidine Sulfate,Quinidine Sulfate,94769.51,,,
Quinine Sulfate,Quinine Sulfate,159570.84,63235.93,62.67188305,1009
Quinine Sulfate,Quinine Sulfate,31481.44,8731,66.64885496,131
Quinine Sulfate,Quinine Sulfate,25997.74,997.93,38.38192308,26
Quinine Sulfate,Quinine Sulfate,35541.98,7109.21,60.76247863,117
Quinine Sulfate,Quinine Sulfate,66549.68,46397.79,63.1262449,735
Qulipta,Atogepant,676066.73,,,
Qulipta,Atogepant,676066.73,,,
Qutenza,Capsaicin/Skin Cleanser,133845.15,,,
Qutenza,Capsaicin/Skin Cleanser,133845.15,,,
Quviviq,Daridorexant HCl,1050855.88,,,
Quviviq,Daridorexant HCl,1050855.88,,,
Qvar Redihaler,Beclomethasone Dipropionate,168000369.3,68366622.36,260.2707618,262675
Qvar Redihaler,Beclomethasone Dipropionate,168000369.3,68366622.36,260.2707618,262675
R-Gene 10,Arginine HCl,30060.06,69941.22,159.6831507,438
R-Gene 10,Arginine HCl,30060.06,69941.22,159.6831507,438
Rabeprazole Sodium,Rabeprazole Sodium,723247.32,763099.68,21.64576162,35254
Rabeprazole Sodium,Rabeprazole Sodium,211188.51,169549.88,25.20438234,6727
Rabeprazole Sodium,Rabeprazole Sodium,168624.08,2167.21,20.83855769,104
Rabeprazole Sodium,Rabeprazole Sodium,258411.46,173738.85,21.30196788,8156
Rabeprazole Sodium,Rabeprazole Sodium,38592.02,164159.33,21.64548128,7584
Rabeprazole Sodium,Rabeprazole Sodium,46431.25,90468.44,21.05876164,4296
Rabeprazole Sodium,Rabeprazole Sodium,32684.57,,,
Radicava,Edaravone,5171758.62,540317.52,2422.94852,223
Radicava,Edaravone,5171758.62,540317.52,2422.94852,223
Radicava Ors,Edaravone,5208105.41,,,
Radicava Ors,Edaravone,5208105.41,,,
Ragwitek,Weed Pollen-Short Ragweed,17974.77,,,
Ragwitek,Weed Pollen-Short Ragweed,17974.77,,,
Raloxifene HCl,Raloxifene HCl,1558165.94,754727.6,21.99281989,34317
Raloxifene HCl,Raloxifene HCl,504612.27,19875.62,18.50616387,1074
Raloxifene HCl,Raloxifene HCl,37091.82,,,
Raloxifene HCl,Raloxifene HCl,12537.07,,,
Raloxifene HCl,Raloxifene HCl,280.52,0.007643162,,
Raloxifene HCl,Raloxifene HCl,741.23,,,
Raloxifene HCl,Raloxifene HCl,447060.75,49167.3,25.50171162,1928
Raloxifene HCl,Raloxifene HCl,291068.85,199598.04,19.02745853,10490
Raloxifene HCl,Raloxifene HCl,64850.97,,,
Raloxifene HCl,Raloxifene HCl,314682.84,103188.78,33.26524178,3102
Ramelteon,Ramelteon,1955121.65,3406345.72,54.31122499,62719
Ramelteon,Ramelteon,966155.63,697102.2,46.24840443,15073
Ramelteon,Ramelteon,668.91,,,
Ramelteon,Ramelteon,522804.34,,,
Ramelteon,Ramelteon,188573.72,-0.186297246,,
Ramelteon,Ramelteon,727018.87,44967.55,41.63662037,1080
Ramelteon,Ramelteon,3761.6,,,
Ramelteon,Ramelteon,30893.77,,,
Ramelteon,Ramelteon,261947.15,49444.68,47.49729107,1041
Ramelteon,Ramelteon,25486.05,,,
Ramelteon,Ramelteon,40240.12,,,
Ramipril,Ramipril,1129471.56,1297352.89,10.76489533,120517
Ramipril,Ramipril,176196.06,151478.04,8.8713347,17075
Ramipril,Ramipril,84140.1,249668.35,9.598567914,26011
Ramipril,Ramipril,320095.72,311268.3,9.945309604,31298
Ramipril,Ramipril,155.45,-0.64342581,,
Ramipril,Ramipril,254.48,-0.228461191,,
Ramipril,Ramipril,78604.92,77682.16,10.95349126,7092
Ramipril,Ramipril,464152.03,503388.4,12.99905487,38725
Ramipril,Ramipril,6127.28,,,
Ranexa,Ranolazine,25201019.24,250155.59,506.387834,494
Ranexa,Ranolazine,25201019.24,250155.59,506.387834,494
Ranitidine HCl*,Ranitidine HCl,30996950.14,10036.11,11.80718824,850
Ranitidine HCl*,Ranitidine HCl,2501203.26,62.43,5.2025,12
Ranitidine HCl*,Ranitidine HCl,77695.54,,,
Ranitidine HCl*,Ranitidine HCl,631848.71,,,
Ranitidine HCl*,Ranitidine HCl,1630.03,,,
Ranitidine HCl*,Ranitidine HCl,7104044.74,163.44,10.896,15
Ranitidine HCl*,Ranitidine HCl,1972.53,,,
Ranitidine HCl*,Ranitidine HCl,11626166.91,822.33,11.58211268,71
Ranitidine HCl*,Ranitidine HCl,2554.44,,,
Ranitidine HCl*,Ranitidine HCl,9049833.98,818.57,7.870865385,104
Ranolazine ER,Ranolazine,17662842.02,6040629.97,41.15795765,146767
Ranolazine ER,Ranolazine,572.25,,,
Ranolazine ER,Ranolazine,284271.85,656363.97,40.80342969,16086
Ranolazine ER,Ranolazine,810460.42,384769.3,41.08588361,9365
Ranolazine ER,Ranolazine,23613.72,,,
Ranolazine ER,Ranolazine,839018.35,-0.509793721,,
Ranolazine ER,Ranolazine,12479121.13,1107.04,27.676,40
Ranolazine ER,Ranolazine,151455.98,-0.435610489,,
Ranolazine ER,Ranolazine,44137.69,,,
Ranolazine ER,Ranolazine,22130.77,,,
Ranolazine ER,Ranolazine,424723.18,667953.06,57.94682571,11527
Ranolazine ER,Ranolazine,72131.11,,,
Ranolazine ER,Ranolazine,6012.15,,,
Ranolazine ER,Ranolazine,37671.17,,,
Ranolazine ER,Ranolazine,85002.17,,,
Ranolazine ER,Ranolazine,1961474.33,1985732.96,38.63218537,51401
Ranolazine ER,Ranolazine,35325.12,-0.489659758,,
Ranolazine ER,Ranolazine,1702791.11,62595.29,38.35495711,1632
Rapaflo,Silodosin,275094.26,122624.49,305.7967332,401
Rapaflo,Silodosin,275094.26,122624.49,305.7967332,401
Rapamune,Sirolimus,11702929.37,14961477.05,1950.39461,7671
Rapamune,Sirolimus,11702929.37,14961477.05,1950.39461,7671
Rasagiline Mesylate,Rasagiline Mesylate,1176192.96,512731.84,132.3520496,3874
Rasagiline Mesylate,Rasagiline Mesylate,455030.47,152297.26,138.7042441,1098
Rasagiline Mesylate,Rasagiline Mesylate,150170.23,30176.1,100.587,300
Rasagiline Mesylate,Rasagiline Mesylate,6033.55,134413,132.6880553,1013
Rasagiline Mesylate,Rasagiline Mesylate,4094.72,-0.199414719,,
Rasagiline Mesylate,Rasagiline Mesylate,231531.78,139355.96,117.8984433,1182
Rasagiline Mesylate,Rasagiline Mesylate,333426.93,42785.71,295.0738621,145
Rasuvo,Methotrexate/PF,4303661.36,8135823.93,569.456424,14287
Rasuvo,Methotrexate/PF,4303661.36,8135823.93,569.456424,14287
Ravicti,Glycerol Phenylbutyrate,146068248,246004163.2,56774.55877,4333
Ravicti,Glycerol Phenylbutyrate,146068248,246004163.2,56774.55877,4333
Rayaldee,Calcifediol,2345161.87,4538196.65,1538.893405,2949
Rayaldee,Calcifediol,2345161.87,4538196.65,1538.893405,2949
Rayos,Prednisone,5344629.97,4143170.31,3502.257236,1183
Rayos,Prednisone,5344629.97,4143170.31,3502.257236,1183
Rebif,Interferon Beta-1a/Albumin,40441593.65,23925507.81,8991.171669,2661
Rebif,Interferon Beta-1a/Albumin,40441593.65,23925507.81,8991.171669,2661
Rebif Rebidose,Interferon Beta-1a/Albumin,39024033.88,23059292.35,9431.203415,2445
Rebif Rebidose,Interferon Beta-1a/Albumin,39024033.88,23059292.35,9431.203415,2445
Rebinyn,"Factor IX Human Rec,PEGylated",3919954.39,10359804.94,23228.2622,446
Rebinyn,"Factor IX Human Rec,PEGylated",3919954.39,10359804.94,23228.2622,446
Reblozyl,Luspatercept-Aamt,3729288.77,0.120130038,,
Reblozyl,Luspatercept-Aamt,3729288.77,0.120130038,,
Rebyota,"Fecal Microbiota, Live-Jslm",201301.52,,,
Rebyota,"Fecal Microbiota, Live-Jslm",201301.52,,,
Recarbrio,Imipenem/Cilastatin/Relebactam,164180.94,0.098479781,,
Recarbrio,Imipenem/Cilastatin/Relebactam,164180.94,0.098479781,,
Reclast,Zoledronic Acid/Mannitol-Water,157835.94,96941.32,134.2677562,722
Reclast,Zoledronic Acid/Mannitol-Water,157835.94,96941.32,134.2677562,722
Reclipsen,Desogestrel-Ethinyl Estradiol,169636.09,48524.55,30.98630268,1566
Reclipsen,Desogestrel-Ethinyl Estradiol,161435.6,47629.37,30.96838101,1538
Reclipsen,Desogestrel-Ethinyl Estradiol,8200.49,0.142296461,,
Recombinate,"Antihemophilic Factor, Hum Rec",53370227.51,26278002.93,22100.92761,1189
Recombinate,"Antihemophilic Factor, Hum Rec",53370227.51,26278002.93,22100.92761,1189
Recombivax Hb,Hepatitis B Virus Vaccine/PF,1778.13,,,
Recombivax Hb,Hepatitis B Virus Vaccine/PF,1778.13,,,
Recorlev,Levoketoconazole,1290233.59,,,
Recorlev,Levoketoconazole,1290233.59,,,
Recothrom,Thrombin (Recombinant),208699.87,0.816192809,,
Recothrom,Thrombin (Recombinant),208699.87,-0.848984891,,
Rectiv,Nitroglycerin,2049529.01,4121334.07,647.1944205,6368
Rectiv,Nitroglycerin,2049529.01,4121334.07,647.1944205,6368
Reditrex,Methotrexate/PF,22583.59,,,
Reditrex,Methotrexate/PF,22583.59,,,
Refresh Contacts,Carboxymethylcellulose Sodium,458.57,,,
Refresh Contacts,Carboxymethylcellulose Sodium,458.57,,,
Refresh Plus,Carboxymethylcellulose Sodium,15080.64,202.41,11.90647059,17
Refresh Plus,Carboxymethylcellulose Sodium,15080.64,202.41,11.90647059,17
Regadenoson,Regadenoson,6891984.59,,,
Regadenoson,Regadenoson,17865.69,,,
Regadenoson,Regadenoson,2467107.22,,,
Regadenoson,Regadenoson,805609.04,,,
Regadenoson,Regadenoson,1031841.75,,,
Regadenoson,Regadenoson,679451.21,,,
Regadenoson,Regadenoson,261146.46,,,
Regadenoson,Regadenoson,116654.21,,,
Regadenoson,Regadenoson,1489941.91,,,
Regadenoson,Regadenoson,22367.1,,,
Reglan,Metoclopramide HCl,9998.13,5790.79,91.91730159,63
Reglan,Metoclopramide HCl,9998.13,5790.79,91.91730159,63
Relafen Ds,Nabumetone,383581.27,0.102872356,,
Relafen Ds,Nabumetone,383581.27,0.075943444,,
Relenza,Zanamivir,21749.69,4252.32,66.4425,64
Relenza,Zanamivir,21749.69,4252.32,66.4425,64
Releuko*,Filgrastim-Ayow,262021.95,,,
Releuko*,Filgrastim-Ayow,262021.95,,,
Relistor*,Methylnaltrexone Bromide,12902040.5,46098552.62,2062.113738,22355
Relistor*,Methylnaltrexone Bromide,12902040.5,46098552.62,2062.113738,22355
Relpax,Eletriptan Hydrobromide,8257182.61,5509484.19,802.3131193,6867
Relpax,Eletriptan Hydrobromide,8257182.61,5509484.19,802.3131193,6867
Reltone,Ursodiol,283925.03,,,
Reltone,Ursodiol,283925.03,,,
Relyvrio,Sod Phenylbutyrat/Taurursodiol,185203.12,,,
Relyvrio,Sod Phenylbutyrat/Taurursodiol,185203.12,,,
Remdesivir (Eua),Remdesivir,80973.65,0.624535695,,
Remdesivir (Eua),Remdesivir,80973.65,0.624535695,,
Remeron,Mirtazapine,106454.38,68338.61,180.7899735,378
Remeron,Mirtazapine,9989.84,,,
Remeron,Mirtazapine,106454.38,1294.42,28.13956522,46
Remicade,Infliximab,257498647.9,128455501.6,2587.950311,49636
Remicade,Infliximab,257498647.9,128455501.6,2587.950311,49636
Remifentanil HCl,Remifentanil HCl,26103.72,310477.47,599.3773552,518
Remifentanil HCl,Remifentanil HCl,16123.22,,,
Remifentanil HCl,Remifentanil HCl,3357.14,,,
Remifentanil HCl,Remifentanil HCl,26103.72,290997.11,668.9588736,435
Remodulin,Treprostinil Sodium,99211555.49,97642474.58,9872.848795,9890
Remodulin,Treprostinil Sodium,99211555.49,97642474.58,9872.848795,9890
Rena-Vite,Folic Acid/Vit B Complex And C,2302.85,3131.87,7.92878481,395
Rena-Vite,Folic Acid/Vit B Complex And C,2302.85,3131.87,7.92878481,395
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,1895.45,2648.28,7.835147929,338
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,1895.45,2648.28,7.835147929,338
Renagel,Sevelamer HCl,39111786.39,358665.81,1294.822419,277
Renagel,Sevelamer HCl,39111786.39,358665.81,1294.822419,277
Renal Caps,B Complex W-C No.20/Folic Acid,346765.21,112537.77,12.04127648,9346
Renal Caps,B Complex W-C No.20/Folic Acid,346765.21,112537.77,12.04127648,9346
Renaplex,Vit B Complx C/Folic Acid/Zinc,38.46,167.98,2.666349206,63
Renaplex,Vit B Complx C/Folic Acid/Zinc,38.46,167.98,2.666349206,63
Renaplex-D,"B,C/Folic/Zinc/Selenometh/D3/E",963.64,1643.5,4.40616622,373
Renaplex-D,"B,C/Folic/Zinc/Selenometh/D3/E",963.64,1643.5,4.40616622,373
Renflexis,Infliximab-Abda,11711303.2,36187312.26,2224.994605,16264
Renflexis,Infliximab-Abda,1646197.04,,,
Renflexis,Infliximab-Abda,11711303.2,8529997.64,1962.272289,4347
Renova,Tretinoin/Emollient Base,16971.1,24778.52,213.607931,116
Renova,Tretinoin/Emollient Base,16971.1,24778.52,213.607931,116
Renova Pump,Tretinoin/Emollient Base,4303.3,,,
Renova Pump,Tretinoin/Emollient Base,4303.3,,,
Renvela,Sevelamer Carbonate,16423213.35,33441670.41,1047.704202,31919
Renvela,Sevelamer Carbonate,16423213.35,33441670.41,1047.704202,31919
Repaglinide,Repaglinide,1383578.37,1088990.44,23.23923261,46860
Repaglinide,Repaglinide,554701.66,583868.97,23.21731231,25148
Repaglinide,Repaglinide,338391.31,76073.01,17.57288288,4329
Repaglinide,Repaglinide,199329.33,130553.59,24.77297723,5270
Repaglinide,Repaglinide,291156.07,298494.87,24.64252208,12113
Repatha Pushtronex,Evolocumab,527686.88,7402646.53,652.963441,11337
Repatha Pushtronex,Evolocumab,527686.88,7402646.53,652.963441,11337
Repatha Sureclick,Evolocumab,7111016.03,72614688.16,611.6775457,118714
Repatha Sureclick,Evolocumab,7111016.03,72614688.16,611.6775457,118714
Repatha Syringe,Evolocumab,640154.28,10224899.5,574.593959,17795
Repatha Syringe,Evolocumab,640154.28,10224899.5,574.593959,17795
Replete With Fiber,Nutritional Supplement/Fiber,949.16,,,
Replete With Fiber,Nutritional Supplement/Fiber,949.16,,,
Restasis,Cyclosporine,105364918.2,140839687.3,774.0017878,181963
Restasis,Cyclosporine,105364918.2,140839687.3,774.0017878,181963
Restasis Multidose,Cyclosporine,8451168.2,6721387.91,663.9719362,10123
Restasis Multidose,Cyclosporine,8451168.2,6721387.91,663.9719362,10123
Restoril,Temazepam,87404.17,35995.05,734.5928571,49
Restoril,Temazepam,87404.17,35995.05,734.5928571,49
Retacrit,Epoetin Alfa-Epbx,6401484.17,139794930.8,1206.61618,115857
Retacrit,Epoetin Alfa-Epbx,583896.74,6138906.63,118.5895497,51766
Retacrit,Epoetin Alfa-Epbx,5817587.43,133656024.2,2085.410185,64091
Retavase,Reteplase,47705.61,0.771007729,,
Retavase,Reteplase,47705.61,-0.103135693,,
Retevmo,Selpercatinib,3266488.55,0.010292019,,
Retevmo,Selpercatinib,3266488.55,0.010292019,,
Retin-A,Tretinoin,11176171.77,18006031.42,38.63101379,466103
Retin-A,Tretinoin,11176171.77,18006031.42,38.63101379,466103
Retin-A Micro,Tretinoin Microspheres,139967.19,656391.32,607.7697407,1080
Retin-A Micro,Tretinoin Microspheres,139967.19,656391.32,607.7697407,1080
Retin-A Micro Pump,Tretinoin Microspheres,1245365.74,1838009.17,909.4553043,2021
Retin-A Micro Pump,Tretinoin Microspheres,1245365.74,1838009.17,909.4553043,2021
Retrovir,Zidovudine,3669.14,12440.71,226.1947273,55
Retrovir,Zidovudine,3669.14,12440.71,226.1947273,55
Revatio,Sildenafil Citrate,77971562.15,39132085.96,9203.218711,4252
Revatio,Sildenafil Citrate,77971562.15,39132085.96,9203.218711,4252
Revcovi,Elapegademase-Lvlr,37461972.66,,,
Revcovi,Elapegademase-Lvlr,37461972.66,,,
Revlimid,Lenalidomide,336203787.8,320024044.1,17208.36931,18597
Revlimid,Lenalidomide,336203787.8,320024044.1,17208.36931,18597
Rexulti,Brexpiprazole,242665211.3,471319515.3,1393.595331,338204
Rexulti,Brexpiprazole,242665211.3,471319515.3,1393.595331,338204
Reyataz,Atazanavir Sulfate,8314424,333971.01,1629.126878,205
Reyataz,Atazanavir Sulfate,8314424,333971.01,1629.126878,205
Reyvow,Lasmiditan Succinate,1029252.94,0.069678315,,
Reyvow,Lasmiditan Succinate,1029252.94,0.024983875,,
Rezlidhia,Olutasidenib,386404.08,,,
Rezlidhia,Olutasidenib,386404.08,,,
Rezurock,Belumosudil Mesylate,1724371.33,,,
Rezurock,Belumosudil Mesylate,1724371.33,,,
Rezvoglar Kwikpen,Insulin Glargine-Aglr,176225.25,,,
Rezvoglar Kwikpen,Insulin Glargine-Aglr,176225.25,,,
Rhofade,Oxymetazoline HCl,544148.9,,,
Rhofade,Oxymetazoline HCl,544148.9,,,
Rhogam,Rho(D) Immune Globulin,2648.42,1161.55,96.79583333,12
Rhogam,Rho(D) Immune Globulin,2648.42,1161.55,96.79583333,12
Rhogam Ultra-Filtered Plus,Rho(D) Immune Globulin,4000312.15,3927935.19,93.89112442,41835
Rhogam Ultra-Filtered Plus,Rho(D) Immune Globulin,4000312.15,3927935.19,93.89112442,41835
Rhophylac,Rho(D) Immune Globulin,1923975.11,2166102.6,118.7947022,18234
Rhophylac,Rho(D) Immune Globulin,1923975.11,2166102.6,118.7947022,18234
Rhopressa,Netarsudil Mesylate,4343268.95,10470728.61,359.5717242,29120
Rhopressa,Netarsudil Mesylate,4343268.95,10470728.61,359.5717242,29120
Riabni,Rituximab-Arrx,752549.06,,,
Riabni,Rituximab-Arrx,752549.06,,,
Riastap,Fibrinogen,373395.71,529575.31,6619.691375,80
Riastap,Fibrinogen,373395.71,529575.31,6619.691375,80
Ribavirin,Ribavirin,150880.47,138999.68,109.9681013,1264
Ribavirin,Ribavirin,150880.47,138999.68,109.9681013,1264
Ridaura,Auranofin,145896.77,55812.78,1139.036327,49
Ridaura,Auranofin,145896.77,55812.78,1139.036327,49
Rifabutin,Rifabutin,1281860.1,2383615.73,380.1013762,6271
Rifabutin,Rifabutin,691902.8,,,
Rifabutin,Rifabutin,1281860.1,1217439.71,355.2494047,3427
Rifadin,Rifampin,49097.66,1791.05,105.3558824,17
Rifadin,Rifampin,49097.66,1791.05,105.3558824,17
Rifampin*,Rifampin,2639289.98,3839528.69,49.14848363,78121
Rifampin*,Rifampin,524980.77,26326.32,45.62620451,577
Rifampin*,Rifampin,176442.07,33185.6,45.2119891,734
Rifampin*,Rifampin,1376.76,,,
Rifampin*,Rifampin,20718.99,29918.7,787.3342105,38
Rifampin*,Rifampin,4762.8,3705.3,78.83617021,47
Rifampin*,Rifampin,711929.19,3247196.87,47.12502351,68906
Rifampin*,Rifampin,1147168.74,36977.46,38.88271293,951
Rifampin*,Rifampin,248769.38,,,
Rifampin*,Rifampin,41185.02,41952.91,736.0159649,57
Rifampin*,Rifampin,12102.4,84721.62,231.4798361,366
Riluzole,Riluzole,524375.82,525813.54,53.60521358,9809
Riluzole,Riluzole,84661.01,31116.72,52.56202703,592
Riluzole,Riluzole,108017.51,109473.61,60.44926008,1811
Riluzole,Riluzole,331697.3,385223.21,52.0150162,7406
Rimantadine HCl,Rimantadine HCl,8568.94,5192.37,82.41857143,63
Rimantadine HCl,Rimantadine HCl,8568.94,5192.37,82.41857143,63
Rimso-50,Dimethyl Sulfoxide,915235.55,667640.06,611.9523923,1091
Rimso-50,Dimethyl Sulfoxide,915235.55,667640.06,611.9523923,1091
Rinvoq,Upadacitinib,1776567.64,369393361.9,6637.91554,55649
Rinvoq,Upadacitinib,1776567.64,369393361.9,6637.91554,55649
Riomet,Metformin HCl,4337919.36,57886.69,792.9683562,73
Riomet,Metformin HCl,4337919.36,57886.69,792.9683562,73
Risa-Bid,L.Acidoph/L.Bulg/B.Bif/S.Therm,3563.78,120688.55,625.3292746,193
Risa-Bid,L.Acidoph/L.Bulg/B.Bif/S.Therm,3563.78,120688.55,625.3292746,193
Risacal-D,Calcium Phosphate Dibas/Vit D3,348.4,269.53,19.25214286,14
Risacal-D,Calcium Phosphate Dibas/Vit D3,348.4,269.53,19.25214286,14
Risaquad,"L.Acid,Para/B.Bifidum/S.Therm",3972.39,1703.46,30.972,55
Risaquad,"L.Acid,Para/B.Bifidum/S.Therm",3972.39,1703.46,30.972,55
Risaquad-2,"L.Acid,Casei/B.Animal/S.Thermo",5022.22,4182.74,26.47303798,158
Risaquad-2,"L.Acid,Casei/B.Animal/S.Thermo",5022.22,4182.74,26.47303798,158
Risedronate Sodium,Risedronate Sodium,623658.33,245473.91,40.6817882,6034
Risedronate Sodium,Risedronate Sodium,50443.31,13955.49,39.42228814,354
Risedronate Sodium,Risedronate Sodium,110105.8,88144.06,40.04727851,2201
Risedronate Sodium,Risedronate Sodium,12096.02,6622,35.03703704,189
Risedronate Sodium,Risedronate Sodium,55443.29,64062.35,50.20560345,1276
Risedronate Sodium,Risedronate Sodium,163980.85,49814.91,35.22978076,1414
Risedronate Sodium,Risedronate Sodium,196245.48,7130.88,92.60883117,77
Risedronate Sodium,Risedronate Sodium,35343.58,15744.22,30.10367113,523
Risedronate Sodium Dr,Risedronate Sodium,115915.86,58189.83,130.1785906,447
Risedronate Sodium Dr,Risedronate Sodium,3529.48,9524.09,167.0892983,57
Risedronate Sodium Dr,Risedronate Sodium,14402.3,-0.153222274,,
Risedronate Sodium Dr,Risedronate Sodium,112386.38,39100.57,125.3223397,312
Risperdal,Risperidone,8141338,2624284.91,435.3491888,6028
Risperdal,Risperidone,8141338,2624284.91,435.3491888,6028
Risperdal Consta,Risperidone Microspheres,115486495,85777711.2,1208.136778,71000
Risperdal Consta,Risperidone Microspheres,115486495,85777711.2,1208.136778,71000
Risperidone,Risperidone,34968377.41,35656650.95,10.76130268,3313414
Risperidone,Risperidone,211358.61,,,
Risperidone,Risperidone,1733136.46,809061.25,14.83236933,54547
Risperidone,Risperidone,152.43,,,
Risperidone,Risperidone,13939720.56,11856640.89,9.635902598,1230465
Risperidone,Risperidone,258749.04,353371.64,103.4460304,3416
Risperidone,Risperidone,732.85,,,
Risperidone,Risperidone,1691628.96,1288730.88,27.65576257,46599
Risperidone,Risperidone,8746971.43,7051903.6,8.685401872,811926
Risperidone,Risperidone,81931.36,6928.23,177.6469231,39
Risperidone,Risperidone,131331.18,8694.19,15.86531022,548
Risperidone,Risperidone,535288.66,732657.42,146.6781622,4995
Risperidone,Risperidone,916.72,1692.26,20.63731707,82
Risperidone,Risperidone,650.87,,,
Risperidone,Risperidone,40385.99,7415.75,463.484375,16
Risperidone,Risperidone,1433775.18,1603860.34,27.71632087,57867
Risperidone,Risperidone,6316582.33,10791771.53,10.14049804,1064225
Risperidone,Risperidone,57074.26,53611.15,36.39589274,1473
Risperidone ER,Risperidone Microspheres,227960.58,,,
Risperidone ER,Risperidone Microspheres,227960.58,,,
Risperidone ODT,Risperidone,5016462.59,5822162.95,82.20723423,70823
Risperidone ODT,Risperidone,6046.64,,,
Risperidone ODT,Risperidone,338026.21,1169.64,106.3309091,11
Risperidone ODT,Risperidone,8988.37,5235.39,201.3611539,26
Risperidone ODT,Risperidone,2379102.41,2125720.41,95.58954987,22238
Risperidone ODT,Risperidone,2290345.6,3681908.21,75.91406796,48501
Risperidone ODT,Risperidone,1816.89,,,
Ritalin,Methylphenidate HCl,208618.72,261942.16,70.20695792,3731
Ritalin,Methylphenidate HCl,208618.72,261942.16,70.20695792,3731
Ritalin La,Methylphenidate HCl,3029313.92,8757221.47,352.1340412,24869
Ritalin La,Methylphenidate HCl,3029313.92,8757221.47,352.1340412,24869
Ritonavir,Ritonavir,5933834.89,1276162.37,63.57606586,20073
Ritonavir,Ritonavir,3058574.7,214192.97,65.82451444,3254
Ritonavir,Ritonavir,28227.8,,,
Ritonavir,Ritonavir,1409351.98,370881.27,67.26174646,5514
Ritonavir,Ritonavir,1461405.68,659727.16,61.25600371,10770
Ritonavir,Ritonavir,4502.53,,,
Rituxan,Rituximab,201036494.7,70177635.07,5710.141177,12290
Rituxan,Rituximab,201036494.7,70177635.07,5710.141177,12290
Rituxan Hycela,"Rituximab/Hyaluronidase,Human",8029552.2,2377281.21,4361.983872,545
Rituxan Hycela,"Rituximab/Hyaluronidase,Human",8029552.2,2377281.21,4361.983872,545
Rivastigmine,Rivastigmine,1638113.3,834520.32,110.1531573,7576
Rivastigmine,Rivastigmine,7262.46,41620.1,92.69510022,449
Rivastigmine,Rivastigmine,459485.39,206105.61,110.5716792,1864
Rivastigmine,Rivastigmine,39069.26,-0.228585605,,
Rivastigmine,Rivastigmine,254232.39,36098.84,109.7229179,329
Rivastigmine,Rivastigmine,31984.02,-0.431310083,,
Rivastigmine,Rivastigmine,87163.18,225134.4,112.0071642,2010
Rivastigmine,Rivastigmine,829969.88,31860.15,107.6356419,296
Rivastigmine,Rivastigmine Tartrate,370643.31,256868.04,27.07293845,9488
Rivastigmine,Rivastigmine Tartrate,54980.05,5409.24,24.14839286,224
Rivastigmine,Rivastigmine Tartrate,7788.05,,,
Rivastigmine,Rivastigmine Tartrate,18853.73,83015.19,26.15475425,3174
Rivastigmine,Rivastigmine Tartrate,120954.9,34030.59,28.26460964,1204
Rivastigmine,Rivastigmine Tartrate,92496.6,12520.68,26.13920668,479
Rivastigmine,Rivastigmine Tartrate,83358.03,75387.24,26.28564854,2868
Rivastigmine,Rivastigmine Tartrate,24901.53,,,
Rivelsa,L-Norgest/E.Estradiol-E.Estrad,53474.46,41560.97,286.6273793,145
Rivelsa,L-Norgest/E.Estradiol-E.Estrad,53474.46,41560.97,286.6273793,145
Rixubis,Factor IX Human Recombinant,10407744.31,8579704.94,32498.88235,264
Rixubis,Factor IX Human Recombinant,10407744.31,8579704.94,32498.88235,264
