Brnd_Name,Gnrc_Name,Tot_Spndng_2019,Tot_Spndng_2023,Avg_Spnd_Per_Clm_2023,Tot_Clms_2023
Clindamycin Phosphate*,Clindamycin Phosphate,8920379.5,10445826.3,26.80733429,389663
Clindamycin Phosphate*,Clindamycin Phosphate,3146769.17,1478160.32,481.0153986,3073
Clindamycin Phosphate*,Clindamycin Phosphate,227773.7,,,
Clindamycin Phosphate*,Clindamycin Phosphate,167734.65,37499.81,1013.508378,37
Clindamycin Phosphate*,Clindamycin Phosphate,0,,,
Clindamycin Phosphate*,Clindamycin Phosphate,11903.83,0.175909445,,
Clindamycin Phosphate*,Clindamycin Phosphate,24853198.96,5933976.99,45.91759709,129231
Clindamycin Phosphate*,Clindamycin Phosphate,2076421.54,,,
Clindamycin Phosphate*,Clindamycin Phosphate,29757.48,70264.97,22.13767171,3174
Clindamycin Phosphate*,Clindamycin Phosphate,28432883.1,9444877.19,34.32566077,275155
Clindamycin Phosphate*,Clindamycin Phosphate,1208.51,12886596.56,31.48109307,409344
Clindamycin Phosphate*,Clindamycin Phosphate,50975.05,2053.56,120.7976471,17
Clindamycin Phosphate*,Clindamycin Phosphate,82189.6,,,
Clindamycin Phosphate*,Clindamycin Phosphate,69992.94,90395.47,2510.985278,36
Clindamycin Phosphate*,Clindamycin Phosphate,18573.01,-0.707708878,,
Clindamycin Phosphate-D5W,Clindamycin Phosphate/D5W,1609627.77,4678628.05,290.6521743,16097
Clindamycin Phosphate-D5W,Clindamycin Phosphate/D5W,218647.6,138942.16,467.8187205,297
Clindamycin Phosphate-D5W,Clindamycin Phosphate/D5W,633499.57,1797203.92,244.484277,7351
Clindamycin Phosphate-D5W,Clindamycin Phosphate/D5W,1549.79,,,
Clindamycin Phosphate-D5W,Clindamycin Phosphate/D5W,134355.6,,,
Clindamycin Phosphate-D5W,Clindamycin Phosphate/D5W,757480.6,2604530.82,343.6056491,7580
Clindamycin-0.9% NaCl,Clindamycin In 0.9 % Sod Chlor,450753.14,1028502.02,308.9522439,3329
Clindamycin-0.9% NaCl,Clindamycin In 0.9 % Sod Chlor,450753.14,1028502.02,308.9522439,3329
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,16006488.48,7726043.57,60.17824038,128386
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,2383380.19,2402086.57,65.25104094,36813
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,1055905.25,2362.66,60.58102564,39
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,828401.87,286313.46,37.63815696,7607
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,6311834.79,1595654.04,62.22571618,25643
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,3916759.03,151055.02,545.324982,277
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,243675.29,-0.192626459,,
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,925051.37,1854758.66,58.00471166,31976
Clindamycin-Benzoyl Peroxide,Clindamycin Phos/Benzoyl Perox,585155.98,786037.14,55.98156399,14041
Clindesse,Clindamycin Phosphate,1214664.28,1201734.98,178.8562256,6719
Clindesse,Clindamycin Phosphate,1214664.28,1201734.98,178.8562256,6719
Clinimix,Amino Acid 8 % In D10w,6707.53,,,
Clinimix,Amino Acid 8 % In D10w,6707.53,,,
Clinimix,Amino Acid 8 % In D14w,13640.85,,,
Clinimix,Amino Acid 8 % In D14w,13640.85,,,
Clinimix,Amino Acids 4.25%/Dextrose 10%,11224.95,,,
Clinimix,Amino Acids 4.25%/Dextrose 10%,11224.95,,,
Clinimix,Amino Acids 5 %/Dextrose 15 %,16081.39,0.105962577,,
Clinimix,Amino Acids 5 %/Dextrose 15 %,16081.39,0.105962577,,
Clinimix,Amino Acids 5 %/Dextrose 20 %,15365.41,12370.19,274.8931111,45
Clinimix,Amino Acids 5 %/Dextrose 20 %,15365.41,12370.19,274.8931111,45
Clinimix E,Aa 4.25%/Calcium/Lytes/Dex 10%,9984.53,30225.87,419.80375,72
Clinimix E,Aa 4.25%/Calcium/Lytes/Dex 10%,9984.53,30225.87,419.80375,72
Clinimix E,Aa 5 %/Calcium/Lytes/Dext 20 %,130530.24,139456.13,508.9639781,274
Clinimix E,Aa 5 %/Calcium/Lytes/Dext 20 %,130530.24,139456.13,508.9639781,274
Clinimix E,Aa 5%/D15w/Electrolytes,175906.95,269198.75,540.559739,498
Clinimix E,Aa 5%/D15w/Electrolytes,175906.95,269198.75,540.559739,498
Clinimix E,Amino Ac 4.25% No.1/D5W/Lytes,3996.88,15432.2,321.5041667,48
Clinimix E,Amino Ac 4.25% No.1/D5W/Lytes,3996.88,15432.2,321.5041667,48
Clinimix E,Amino Ac 8 %/D10w/Electrolytes,51954.21,,,
Clinimix E,Amino Ac 8 %/D10w/Electrolytes,51954.21,,,
Clinimix E,Amino Ac 8 %/D14w/Electrolytes,34758.25,,,
Clinimix E,Amino Ac 8 %/D14w/Electrolytes,34758.25,,,
Clinisol,Parenteral Amino Acid 15% No.5,3231418.78,9158436.93,413.9032372,22127
Clinisol,Parenteral Amino Acid 15% No.5,3231418.78,9158436.93,413.9032372,22127
Clinolipid,Fat Emulsion/Olive/Soy/Phospho,144394.08,0.124220635,,
Clinolipid,Fat Emulsion/Olive/Soy/Phospho,144394.08,-0.112288111,,
Clobazam,Clobazam,46788461.36,34933463.15,83.8452752,416642
Clobazam,Clobazam,3861714.17,3528.63,220.539375,16
Clobazam,Clobazam,25441.89,1242412.89,88.90889438,13974
Clobazam,Clobazam,9034498.28,2243491.36,65.327918,34342
Clobazam,Clobazam,184362.16,97735.93,80.50735585,1214
Clobazam,Clobazam,537267.09,2851011.53,80.2627046,35521
Clobazam,Clobazam,1310267.68,18027.94,97.97793478,184
Clobazam,Clobazam,272109.53,6193549.67,64.57466318,95913
Clobazam,Clobazam,2512629.05,8282.6,64.20620155,129
Clobazam,Clobazam,3132461.97,4046560.83,86.62601053,46713
Clobazam,Clobazam,804503.62,-0.480743343,,
Clobazam,Clobazam,8580.27,,,
Clobazam,Clobazam,1667466.48,7916.85,44.22821229,179
Clobazam,Clobazam,3633452.3,281936.84,68.7148038,4103
Clobazam,Clobazam,9546672,1062789.58,105.3936513,10084
Clobazam,Clobazam,1129794.6,,,
Clobazam,Clobazam,20610.29,-0.351079031,,
Clobazam,Clobazam,11070118.76,11439584.81,88.84355364,128761
Clobazam,Clobazam,1489.86,-0.831241811,,
Clobetasol Emollient,Clobetasol Propionate/Emoll,1077490.15,943485.44,43.66977274,21605
Clobetasol Emollient,Clobetasol Propionate/Emoll,587862.96,601167.77,39.00900461,15411
Clobetasol Emollient,Clobetasol Propionate/Emoll,209301.26,102262,176.010327,581
Clobetasol Emollient,Clobetasol Propionate/Emoll,100028.04,0.055643189,,
Clobetasol Emollient,Clobetasol Propionate/Emoll,112230.57,892.97,52.52764706,17
Clobetasol Emollient,Clobetasol Propionate/Emoll,168095.36,216899.56,45.47160587,4770
Clobetasol Emollient,Clobetasol Propionate/Emoll,26432.39,,,
Clobetasol Emulsion,Clobetasol Propionate/Emoll,38192.82,198505.41,220.5615667,900
Clobetasol Emulsion,Clobetasol Propionate/Emoll,38192.82,48289.76,241.4488,200
Clobetasol Emulsion,Clobetasol Propionate/Emoll,124234,,,
Clobetasol Propionate,Clobetasol Propionate,39267616.67,32125435.35,29.38442665,1093281
Clobetasol Propionate,Clobetasol Propionate,1003214.9,77951.15,35.17651173,2216
Clobetasol Propionate,Clobetasol Propionate,68194.2,2592908.55,28.08670628,92318
Clobetasol Propionate,Clobetasol Propionate,48976.42,,,
Clobetasol Propionate,Clobetasol Propionate,610078.39,3040.87,25.99034188,117
Clobetasol Propionate,Clobetasol Propionate,10385902.31,5036282.14,28.50510607,176680
Clobetasol Propionate,Clobetasol Propionate,17109.11,3769.98,31.6805042,119
Clobetasol Propionate,Clobetasol Propionate,845665.2,,,
Clobetasol Propionate,Clobetasol Propionate,79352.59,-0.362149658,,
Clobetasol Propionate,Clobetasol Propionate,1240572.84,596021.89,51.16067725,11650
Clobetasol Propionate,Clobetasol Propionate,286635.21,123112.35,58.84911568,2092
Clobetasol Propionate,Clobetasol Propionate,1984662.99,269162.96,32.53904255,8272
Clobetasol Propionate,Clobetasol Propionate,232585.93,1241.75,82.78333333,15
Clobetasol Propionate,Clobetasol Propionate,965330.53,28804.42,32.69514188,881
Clobetasol Propionate,Clobetasol Propionate,544632.23,-0.232700647,,
Clobetasol Propionate,Clobetasol Propionate,36049.09,,,
Clobetasol Propionate,Clobetasol Propionate,419594.31,1430827.05,33.88096541,42231
Clobetasol Propionate,Clobetasol Propionate,5364314.11,1626654.93,29.86002882,54476
Clobetasol Propionate,Clobetasol Propionate,447946.57,3553.36,68.33384615,52
Clobetasol Propionate,Clobetasol Propionate,2699346.04,112832.77,26.3689577,4279
Clobetasol Propionate,Clobetasol Propionate,5427271.92,1940167.92,32.13422197,60377
Clobetasol Propionate,Clobetasol Propionate,3773934.54,1419453.37,25.72405527,55180
Clobetasol Propionate,Clobetasol Propionate,769207.05,-0.212393618,,
Clobetasol Propionate,Clobetasol Propionate,993194.07,468657.46,26.12506048,17939
Clobetasol Propionate,Clobetasol Propionate,764402.09,-0.207155299,,
Clobetasol Propionate,Clobetasol Propionate,326933.99,-0.35404748,,
Clobetasol Propionate,Clobetasol Propionate,251185.42,45837.51,70.95589783,646
Clobetasol Propionate,Clobetasol Propionate,3096543.28,194574.96,98.27018182,1980
Clobex,Clobetasol Propionate,2111553.05,20139.54,875.6321739,23
Clobex,Clobetasol Propionate,2111553.05,20139.54,875.6321739,23
Clocortolone Pivalate,Clocortolone Pivalate,8504.94,68460.11,262.299272,261
Clocortolone Pivalate,Clocortolone Pivalate,47159.49,,,
Clocortolone Pivalate,Clocortolone Pivalate,8504.94,12127.99,228.83,53
Clodan,Clobetasol Propionate,9946.98,112318.88,406.9524638,276
Clodan,Clobetasol Propionate,9946.98,112318.88,406.9524638,276
Cloderm,Clocortolone Pivalate,3701.99,17147.52,389.7163636,44
Cloderm,Clocortolone Pivalate,3701.99,17147.52,389.7163636,44
Clofarabine,Clofarabine,15823.68,,,
Clofarabine,Clofarabine,15823.68,,,
Clomid,Clomiphene Citrate,5445.27,,,
Clomid,Clomiphene Citrate,5445.27,,,
Clomiphene Citrate,Clomiphene Citrate,71205.09,27539.06,18.91418956,1456
Clomiphene Citrate,Clomiphene Citrate,71205.09,27539.06,18.91418956,1456
Clomipramine HCl,Clomipramine HCl,17145051.36,4416700.85,54.35270551,81260
Clomipramine HCl,Clomipramine HCl,1864195.47,2671.53,45.28016949,59
Clomipramine HCl,Clomipramine HCl,3801042.67,37375.37,56.80147416,658
Clomipramine HCl,Clomipramine HCl,3486912.31,214246.76,41.9433751,5108
Clomipramine HCl,Clomipramine HCl,1113671.16,5869.98,29.2038806,201
Clomipramine HCl,Clomipramine HCl,79858.03,,,
Clomipramine HCl,Clomipramine HCl,1633251.9,303862.01,47.47102172,6401
Clomipramine HCl,Clomipramine HCl,496590.06,14867.11,41.41256267,359
Clomipramine HCl,Clomipramine HCl,2147.55,-0.393915662,,
Clomipramine HCl,Clomipramine HCl,1813128.4,15075.57,34.41910959,438
Clomipramine HCl,Clomipramine HCl,8946.29,,,
Clomipramine HCl,Clomipramine HCl,1539641.13,310395.76,68.18887522,4552
Clomipramine HCl,Clomipramine HCl,470179.69,-0.256120227,,
Clomipramine HCl,Clomipramine HCl,145690.67,-0.388953241,,
Clomipramine HCl,Clomipramine HCl,519655.8,-0.393084821,,
Clomipramine HCl,Clomipramine HCl,43493.12,,,
Clomipramine HCl,Clomipramine HCl,1396618.26,515105.43,49.26881205,10455
Clomipramine HCl,Clomipramine HCl,773076.07,,,
Clomipramine HCl,Clomipramine HCl,659044.14,,,
Clonazepam,Clonazepam,33967441.74,38061419.81,9.252462425,4113653
Clonazepam,Clonazepam,2754846.28,21036740.93,8.123626823,2589575
Clonazepam,Clonazepam,662393.33,1092368.7,33.08704225,33015
Clonazepam,Clonazepam,7155719.05,5791644,8.459697115,684616
Clonazepam,Clonazepam,224827.93,151.76,6.323333333,24
Clonazepam,Clonazepam,7089.97,,,
Clonazepam,Clonazepam,2220851.08,2130980.05,32.03614135,66518
Clonazepam,Clonazepam,224855.18,8456.5,650.5,13
Clonazepam,Clonazepam,167203.42,3088.5,10.15953947,304
Clonazepam,Clonazepam,157697.14,3301.9,137.5791667,24
Clonazepam,Clonazepam,126818.63,-0.539306224,,
Clonazepam,Clonazepam,2387.24,1072.86,12.47511628,86
Clonazepam,Clonazepam,1745.21,,,
Clonazepam,Clonazepam,339494.93,,,
Clonazepam,Clonazepam,976.46,1224530.22,31.75731269,38559
Clonazepam,Clonazepam,78974.69,-0.937854739,,
Clonazepam,Clonazepam,2483006.62,,,
Clonazepam,Clonazepam,6247238.5,2348.14,7.574645161,310
Clonazepam,Clonazepam,14014537.53,2748013.08,8.298042903,331164
Clonidine,Clonidine,6199044.92,8329127.46,64.31212376,129511
Clonidine,Clonidine,4357.63,,,
Clonidine,Clonidine,21968.91,,,
Clonidine,Clonidine,2611017.98,2116617.23,59.67513124,35469
Clonidine,Clonidine,1905219.49,2474166.14,64.25904839,38503
Clonidine,Clonidine,1660838.54,3723690.56,67.19279945,55418
Clonidine HCl,Clonidine HCl,34681718.33,41710089.36,7.764397912,5371967
Clonidine HCl,Clonidine HCl,15984372.75,10590903.75,6.849394569,1546254
Clonidine HCl,Clonidine HCl,691068.33,,,
Clonidine HCl,Clonidine HCl,17300.36,-0.422523813,,
Clonidine HCl,Clonidine HCl,163.64,,,
Clonidine HCl,Clonidine HCl,3079655.78,5998218.56,7.259647682,826241
Clonidine HCl,Clonidine HCl,1183319.29,27400.75,140.5166667,195
Clonidine HCl,Clonidine HCl,376541.21,66413.86,112.7569779,589
Clonidine HCl,Clonidine HCl,44043.35,23097.89,7.083069611,3261
Clonidine HCl,Clonidine HCl,22441.94,0.178235112,,
Clonidine HCl,Clonidine HCl,31530.93,357.96,12.78428571,28
Clonidine HCl,Clonidine HCl,972327.82,1.72,0.050588235,34
Clonidine HCl,Clonidine HCl,2134039.2,3352588.31,8.260251583,405870
Clonidine HCl,Clonidine HCl,1055.99,,,
Clonidine HCl,Clonidine HCl,866452.04,,,
Clonidine HCl,Clonidine HCl,894694.83,4165909.04,8.481637729,491168
Clonidine HCl,Clonidine HCl,30543.98,1815470.35,200.7819454,9042
Clonidine HCl,Clonidine HCl,9933348.83,13432433.95,7.593746527,1768881
Clonidine HCl,Clonidine HCl/PF,191610.24,1136314.1,309.5380278,3671
Clonidine HCl,Clonidine HCl/PF,162709.42,723703.98,255.9971631,2827
Clonidine HCl,Clonidine HCl/PF,14334.53,291312.9,351.4027744,829
Clonidine HCl,Clonidine HCl/PF,14566.29,121297.22,8086.481333,15
Clonidine HCl ER,Clonidine HCl,24706973.1,13031785.2,41.65066558,312883
Clonidine HCl ER,Clonidine HCl,522985.82,89056.28,76.64051635,1162
Clonidine HCl ER,Clonidine HCl,404004.95,,,
Clonidine HCl ER,Clonidine HCl,156691.63,-0.278321747,,
Clonidine HCl ER,Clonidine HCl,963859.64,2029910.94,46.77860856,43394
Clonidine HCl ER,Clonidine HCl,9033546.4,138337.07,39.47975742,3504
Clonidine HCl ER,Clonidine HCl,103571.03,-0.481727741,,
Clonidine HCl ER,Clonidine HCl,60254.83,644403.3,36.91586274,17456
Clonidine HCl ER,Clonidine HCl,131485.23,,,
Clonidine HCl ER,Clonidine HCl,753780.97,71035.78,36.26124553,1959
Clonidine HCl ER,Clonidine HCl,6564506.09,7371853.39,40.36120708,182647
Clonidine HCl ER,Clonidine HCl,817.77,,,
Clonidine HCl ER,Clonidine HCl,6651347.72,2147889.39,36.92498393,58169
Clopidogrel,Clopidogrel Bisulfate,19597845.05,22299189.82,12.86617413,1733164
Clopidogrel,Clopidogrel Bisulfate,129770.58,2589.47,10.92603376,237
Clopidogrel,Clopidogrel Bisulfate,9483.17,65030.52,12.44603254,5225
Clopidogrel,Clopidogrel Bisulfate,261203.37,251663.26,10.7603583,23388
Clopidogrel,Clopidogrel Bisulfate,79027.62,8195.98,10.57545807,775
Clopidogrel,Clopidogrel Bisulfate,329517.99,14188.29,7.681802924,1847
Clopidogrel,Clopidogrel Bisulfate,6432.71,1430443.55,10.50252239,136200
Clopidogrel,Clopidogrel Bisulfate,2184.59,,,
Clopidogrel,Clopidogrel Bisulfate,417097.14,,,
Clopidogrel,Clopidogrel Bisulfate,509914.12,58704.77,4892.064167,12
Clopidogrel,Clopidogrel Bisulfate,132486.4,1265.75,8.062101911,157
Clopidogrel,Clopidogrel Bisulfate,38736.95,287.43,11.97625,24
Clopidogrel,Clopidogrel Bisulfate,59666.97,,,
Clopidogrel,Clopidogrel Bisulfate,2784546.58,3825410.83,682.7433214,5603
Clopidogrel,Clopidogrel Bisulfate,559353.27,132253.87,8.973664676,14738
Clopidogrel,Clopidogrel Bisulfate,1541115.99,0.080098338,,
Clopidogrel,Clopidogrel Bisulfate,2267134.16,3689501.22,10.08752237,365749
Clopidogrel,Clopidogrel Bisulfate,8248.89,127.07,3.258205128,39
Clopidogrel,Clopidogrel Bisulfate,34642.44,,,
Clopidogrel,Clopidogrel Bisulfate,6098234.71,7793977.66,10.04768301,775699
Clopidogrel,Clopidogrel Bisulfate,1757803.86,1590171.77,12.34979357,128761
Clopidogrel,Clopidogrel Bisulfate,695625.23,560518.73,439.2780016,1276
Clopidogrel,Clopidogrel Bisulfate,3930325.44,438258.79,8.269501859,52997
Clorazepate Dipotassium,Clorazepate Dipotassium,4389731.99,2135382.46,84.71722844,25206
Clorazepate Dipotassium,Clorazepate Dipotassium,2328002.25,393516.87,85.17681169,4620
Clorazepate Dipotassium,Clorazepate Dipotassium,85557.84,,,
Clorazepate Dipotassium,Clorazepate Dipotassium,147577.44,,,
Clorazepate Dipotassium,Clorazepate Dipotassium,2061729.74,20380.27,78.99329457,258
Clorazepate Dipotassium,Clorazepate Dipotassium,1334869.35,,,
Clorazepate Dipotassium,Clorazepate Dipotassium,91568.26,,,
Clorotekal,Chloroprocaine HCl/PF,4229.64,,,
Clorotekal,Chloroprocaine HCl/PF,4229.64,,,
Clotrimazole*,Clotrimazole,16083342.17,13164402.59,16.25584087,809826
Clotrimazole*,Clotrimazole,1049935.39,504563.79,32.61562961,15470
Clotrimazole*,Clotrimazole,17734,1594665.36,40.2459521,39623
Clotrimazole*,Clotrimazole,7221776.96,5634444.99,15.45741725,364514
Clotrimazole*,Clotrimazole,127085.82,41249.48,32.86811155,1255
Clotrimazole*,Clotrimazole,53676.42,34643.6,31.75398717,1091
Clotrimazole*,Clotrimazole,612897.17,493520.94,30.62114165,16117
Clotrimazole*,Clotrimazole,737354.86,365722.72,52.6295467,6949
Clotrimazole*,Clotrimazole,6160896.37,4494414.97,12.32315539,364713
Clotrimazole*,Clotrimazole,101985.18,1176.74,12.51851064,94
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,10906840.83,10440820.29,16.73750203,623798
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,2288158.48,4072699.59,18.00971787,226139
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,41566.01,1254.11,39.1909375,32
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,1328538.71,1521565.21,15.68074294,97034
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,1768037.57,692987.15,14.5971932,47474
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,3117136.64,1654837.97,15.53692583,106510
Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,2363403.42,2497476.26,17.03494506,146609
Clozapine,Clozapine,25219191.63,23913672.68,40.84979233,585405
Clozapine,Clozapine,12011738.44,53491,52.54518664,1018
Clozapine,Clozapine,458893.96,991878.03,60.70988065,16338
Clozapine,Clozapine,55161.35,65474.01,144.8540044,452
Clozapine,Clozapine,3442845.81,3770218.39,42.98210577,87716
Clozapine,Clozapine,1482892.21,456308.94,48.4558713,9417
Clozapine,Clozapine,607.65,0.070000043,,
Clozapine,Clozapine,0,,,
Clozapine,Clozapine,2082776.32,1931484.62,35.98816136,53670
Clozapine,Clozapine,3549987.67,14860521.13,39.95010748,371977
Clozapine,Clozapine,27768.43,68234.05,164.8165459,414
Clozapine,Clozapine,2107127.44,1689070.96,38.2757588,44129
Clozapine ODT,Clozapine,14975553.71,11360803.82,482.7810564,23532
Clozapine ODT,Clozapine,14652398.22,9562692.3,528.1504639,18106
Clozapine ODT,Clozapine,1156.43,8514.54,340.5816,25
Clozapine ODT,Clozapine,321999.06,1789596.98,331.3454879,5401
Clozaril,Clozapine,2899376.45,2438014.07,1370.440736,1779
Clozaril,Clozapine,2899376.45,2438014.07,1370.440736,1779
Coagadex,Coagulation Factor X,11503661.27,16146972.73,49228.5754,328
Coagadex,Coagulation Factor X,11503661.27,16146972.73,49228.5754,328
Coartem,Artemether/Lumefantrine,22440.38,28251.34,194.8368276,145
Coartem,Artemether/Lumefantrine,22440.38,28251.34,194.8368276,145
Cocaine HCl*,Cocaine HCl,14487.4,106608.59,240.1094369,444
Cocaine HCl*,Cocaine HCl,10708.17,30805.53,215.4232867,143
Cocaine HCl*,Cocaine HCl,3779.23,75803.06,251.8374086,301
Codeine Sulfate,Codeine Sulfate,196952.3,177721.76,61.26224061,2901
Codeine Sulfate,Codeine Sulfate,161477.28,151022.57,62.22602802,2427
Codeine Sulfate,Codeine Sulfate,35475.02,26699.19,56.32740506,474
Coenzyme Q-10,Ubidecarenone,444.38,,,
Coenzyme Q-10,Ubidecarenone,444.38,,,
Coenzyme Q10,Ubidecarenone,6552.55,1609.93,12.19643939,132
Coenzyme Q10,Ubidecarenone,265.13,,,
Coenzyme Q10,Ubidecarenone,6552.55,923.15,13.98712121,66
Colchicine,Colchicine,31450683.95,12949897.97,43.94652385,294674
Colchicine,Colchicine,32016.48,-0.422976426,,
Colchicine,Colchicine,3835.46,,,
Colchicine,Colchicine,23992420.26,2208623.06,42.38060905,52114
Colchicine,Colchicine,576676.48,,,
Colchicine,Colchicine,1467.13,-0.382496835,,
Colchicine,Colchicine,29906.61,-0.548140674,,
Colchicine,Colchicine,15406.28,56668.48,30.01508475,1888
Colchicine,Colchicine,4908.59,129070.35,512.1839286,252
Colchicine,Colchicine,7320185.25,2657062.36,181.9033587,14607
Colchicine,Colchicine,995891.89,-0.263016722,,
Colchicine,Colchicine,218918.79,-0.252950728,,
Colchicine,Colchicine,520454.61,,,
Colchicine,Colchicine,4093.96,,,
Colchicine,Colchicine,259918.69,,,
Colchicine,Colchicine,1600531.62,-0.367606448,,
Colchicine,Colchicine,1023072.87,-0.335251333,,
Colchicine,Colchicine,117763.57,31474.28,97.14283951,324
Colcrys,Colchicine,2018621.91,931607.16,201.8650401,4615
Colcrys,Colchicine,2018621.91,931607.16,201.8650401,4615
Colesevelam HCl,Colesevelam HCl,3698995.33,1611248.91,81.29409233,19820
Colesevelam HCl,Colesevelam HCl,2164.3,9157.72,65.8828777,139
Colesevelam HCl,Colesevelam HCl,57270.17,,,
Colesevelam HCl,Colesevelam HCl,1595621.64,46552.99,162.2055401,287
Colesevelam HCl,Colesevelam HCl,38398.18,,,
Colesevelam HCl,Colesevelam HCl,1113430.56,243877.05,79.59433747,3064
Colesevelam HCl,Colesevelam HCl,171459.01,174075.78,74.87130323,2325
Colesevelam HCl,Colesevelam HCl,40831.06,,,
Colesevelam HCl,Colesevelam HCl,3238.5,-0.289975998,,
Colesevelam HCl,Colesevelam HCl,258878.51,338569.74,100.3764423,3373
Colesevelam HCl,Colesevelam HCl,557441.31,164620.94,74.86172806,2199
Colestid,Colestipol HCl,12377.17,90075.25,203.7901584,442
Colestid,Colestipol HCl,12377.17,90075.25,203.7901584,442
Colestipol HCl,Colestipol HCl,4599530.71,6215470.88,68.72327989,90442
Colestipol HCl,Colestipol HCl,179164.94,,,
Colestipol HCl,Colestipol HCl,2904497.89,1282091.84,70.88079611,18088
Colestipol HCl,Colestipol HCl,319406.36,,,
Colestipol HCl,Colestipol HCl,1695032.82,3513161.85,66.43272602,52883
Colestipol HCl,Colestipol HCl,1679.83,,,
Colistimethate,Colistin (Colistimethate Na),2014005.4,2743691.15,1227.602304,2235
Colistimethate,Colistin (Colistimethate Na),906999.71,2165575.3,1340.083725,1616
Colistimethate,Colistin (Colistimethate Na),569979.83,12412.52,730.1482353,17
Colistimethate,Colistin (Colistimethate Na),118752.8,,,
Colistimethate,Colistin (Colistimethate Na),537025.86,310723.16,839.7923243,370
Coly-Mycin M Parenteral,Colistin (Colistimethate Na),39557.27,14768.26,461.508125,32
Coly-Mycin M Parenteral,Colistin (Colistimethate Na),39557.27,14768.26,461.508125,32
Combigan,Brimonidine Tartrate/Timolol,14655035.83,14007644.27,282.8170217,49529
Combigan,Brimonidine Tartrate/Timolol,14655035.83,14007644.27,282.8170217,49529
Combipatch,Estradiol/Norethindrone Acet,2141055.15,5195850.21,282.1991207,18412
Combipatch,Estradiol/Norethindrone Acet,2141055.15,5195850.21,282.1991207,18412
Combivent Respimat,Ipratropium/Albuterol Sulfate,149518846.9,125552172.7,503.3805608,249418
Combivent Respimat,Ipratropium/Albuterol Sulfate,149518846.9,125552172.7,503.3805608,249418
Combivir,Lamivudine/Zidovudine,110190.06,21378.85,791.8092593,27
Combivir,Lamivudine/Zidovudine,110190.06,21378.85,791.8092593,27
Cometriq,Cabozantinib S-Malate,2008672.93,717173.31,12365.05707,58
Cometriq,Cabozantinib S-Malate,2008672.93,717173.31,12365.05707,58
Comirnaty,"Covid-19 Vac, Tris(Pfizer)/PF",25757.37,,,
Comirnaty,"Covid-19 Vac, Tris(Pfizer)/PF",25757.37,,,
Comirnaty 2023-2024,Covid Vac 23-24(12up)(Raxt)/PF,12153931.37,,,
Comirnaty 2023-2024,Covid Vac 23-24(12up)(Raxt)/PF,12153931.37,,,
Complera,Emtricita/Rilpivirine/Tenof Df,70795780.68,26347993.03,3624.20812,7270
Complera,Emtricita/Rilpivirine/Tenof Df,70795780.68,26347993.03,3624.20812,7270
Complete,"Mv,Cal,Min/Iron/Folic Acid/Lut",174.53,32.96,1.734736842,19
Complete,"Mv,Cal,Min/Iron/Folic Acid/Lut",174.53,32.96,1.734736842,19
Complete Multi-Vit-Mineral,Multivitamin/Iron/Folic Acid,54.02,-0.056174051,,
Complete Multi-Vit-Mineral,Multivitamin/Iron/Folic Acid,54.02,-0.056174051,,
Complete Natal DHA,PNV Cmb 52/Iron/FA/Omega-3/DHA,191542.86,399289.25,31.50459602,12674
Complete Natal DHA,PNV Cmb 52/Iron/FA/Omega-3/DHA,191542.86,399289.25,31.50459602,12674
Complete Senior,Multivit-Min/FA/Lycopen/Lutein,97.2,101.44,3.073939394,33
Complete Senior,Multivit-Min/FA/Lycopen/Lutein,97.2,101.44,3.073939394,33
Completenate,Prenatal Vit 14/Iron Fum/Folic,92827.76,61810.68,28.93758427,2136
Completenate,Prenatal Vit 14/Iron Fum/Folic,92827.76,61810.68,28.93758427,2136
Compro,Prochlorperazine,569731.65,657133.64,98.77252969,6653
Compro,Prochlorperazine,569731.65,657133.64,98.77252969,6653
Concerta,Methylphenidate HCl,238687728.6,591661348.5,413.8585923,1429622
Concerta,Methylphenidate HCl,238687728.6,591659461.8,413.861036,1429609
Concerta,Methylphenidate HCl,1886.73,,,
Condoms,"Condoms, Latex, Lubricated",353.36,,,
Condoms,"Condoms, Latex, Lubricated",353.36,,,
Condylox,Podofilox,1716017.01,194549.42,860.8381416,226
Condylox,Podofilox,1716017.01,194549.42,860.8381416,226
